Top 3 Densed Cluster : 
Cluster Id - 3
[{tweetId:3, tweet:happy thanksgiving today thankful best friends, groundTruth:0, assignedCluster:3}
, {tweetId:5849, tweet:happy thanksgivings friends family fans safe enjoy beautiful, groundTruth:0, assignedCluster:3}
, {tweetId:5850, tweet:thanksgiving visit #thankfulsheisstillhere #nanavisit masconomet healthcare center, groundTruth:0, assignedCluster:3}
, {tweetId:5853, tweet:thanksgiving family starts ranting politics, groundTruth:0, assignedCluster:3}
, {tweetId:5872, tweet:thanksgiving boston made better watching eagles raped national television, groundTruth:0, assignedCluster:3}
, {tweetId:5874, tweet:thanksgiving update turkey isn cooked, groundTruth:0, assignedCluster:3}
, {tweetId:5880, tweet:thankful 1010 bb wouldnt thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:5881, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:5886, tweet:calvin johnson right, groundTruth:0, assignedCluster:3}
, {tweetId:5890, tweet:kidding incapable love happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:5904, tweet:everyday thankful happy thanksgiving rochester, groundTruth:0, assignedCluster:3}
, {tweetId:5935, tweet:weren racist uncles wouldn racist cousins good incest thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:5962, tweet:vegan thanksgiving plate yummy tummy #vegan #thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:5967, tweet:happy thanksgiving join favorite people favorite places today rose, groundTruth:0, assignedCluster:3}
, {tweetId:5976, tweet:happy thanksgiving southie, groundTruth:0, assignedCluster:3}
, {tweetId:5977, tweet:thanksgiving look, groundTruth:0, assignedCluster:3}
, {tweetId:5980, tweet:brian literally eat 6pounds potatoes thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:5984, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:5985, tweet:happy thanksgiving drinking iron hog barrington nh #photo, groundTruth:0, assignedCluster:3}
, {tweetId:5987, tweet:love guys happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6005, tweet:happy thanksgiving hope great, groundTruth:0, assignedCluster:3}
, {tweetId:6008, tweet:mom canceled thanksgiving demattia continental, groundTruth:0, assignedCluster:3}
, {tweetId:6021, tweet:wearing black thanksgiving dinner looking going funeral, groundTruth:0, assignedCluster:3}
, {tweetId:6042, tweet:thanksgiving game happy thanksgiving good job blue devils, groundTruth:0, assignedCluster:3}
, {tweetId:6047, tweet:thankful two turkeys thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6060, tweet:happy thanksgiving baums, groundTruth:0, assignedCluster:3}
, {tweetId:6069, tweet:happy thanksgiving loving food wine dress, groundTruth:0, assignedCluster:3}
, {tweetId:6074, tweet:nono booze thanksgiving emergency pickle run bell market, groundTruth:0, assignedCluster:3}
, {tweetId:6078, tweet:happy thanksgiving wonderful colleagues fantastic clients friends wonderful holiday, groundTruth:0, assignedCluster:3}
, {tweetId:6086, tweet:happy thanksgiving puerto rican turkey done brentwood new hampshire, groundTruth:0, assignedCluster:3}
, {tweetId:6097, tweet:happy thanksgiving #thanksgiving boston massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:6100, tweet:mercedesbenz presents best thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6127, tweet:boston spend thanksgiving garden, groundTruth:0, assignedCluster:3}
, {tweetId:6140, tweet:babe, groundTruth:0, assignedCluster:3}
, {tweetId:6141, tweet:fratsgiving happy thanksgiving don know tf house, groundTruth:0, assignedCluster:3}
, {tweetId:6142, tweet:thanksgiving verville, groundTruth:0, assignedCluster:3}
, {tweetId:6149, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6156, tweet:fan thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6161, tweet:happy birthday, groundTruth:0, assignedCluster:3}
, {tweetId:6163, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6165, tweet:mom made thanksgiving post family ally, groundTruth:0, assignedCluster:3}
, {tweetId:6185, tweet:happy thanksgiving boston say thank cause didn check roster properly thought 3 trip, groundTruth:0, assignedCluster:3}
, {tweetId:6195, tweet:least try hide stoned table thanksgiving mom, groundTruth:0, assignedCluster:3}
, {tweetId:6200, tweet:thanksgiving break chemtrail pilots today, groundTruth:0, assignedCluster:3}
, {tweetId:6202, tweet:happy thanksgiving murder turkey fun, groundTruth:0, assignedCluster:3}
, {tweetId:6205, tweet:happy thanksgiving bj love long time, groundTruth:0, assignedCluster:3}
, {tweetId:6211, tweet:hard work thanksgiving fav, groundTruth:0, assignedCluster:3}
, {tweetId:6217, tweet:half hour thanksgiving dinner, groundTruth:0, assignedCluster:3}
, {tweetId:6227, tweet:happy birthday, groundTruth:0, assignedCluster:3}
, {tweetId:6230, tweet:happy thanksgiving home sweet home augusta, groundTruth:0, assignedCluster:3}
, {tweetId:6238, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6239, tweet:nanny favorite thanksgiving dish umsteak ive cackled hard, groundTruth:0, assignedCluster:3}
, {tweetId:6243, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6244, tweet:cheers, groundTruth:0, assignedCluster:3}
, {tweetId:6253, tweet:happy thanksgiving larp kids sunapee new hampshire, groundTruth:0, assignedCluster:3}
, {tweetId:6259, tweet:fuck doesn corn thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6261, tweet:wait family cook thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6263, tweet:happy thanksgiving favorite blue hills cheer captains past 3 years, groundTruth:0, assignedCluster:3}
, {tweetId:6267, tweet:happy bday bro blessed thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6280, tweet:family happy thanksgiving boston massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:6299, tweet:happy thanksgiving graduate admission staff rwu, groundTruth:0, assignedCluster:3}
, {tweetId:6310, tweet:patron saint thanksgiving allston massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:6316, tweet:happy thanksgiving hill gang, groundTruth:0, assignedCluster:3}
, {tweetId:6323, tweet:white people eat thanksgiving dinner maddd early, groundTruth:0, assignedCluster:3}
, {tweetId:6333, tweet:happy thanksgiving brianthank, groundTruth:0, assignedCluster:3}
, {tweetId:6337, tweet:considered bad luck take picture thanksgiving dinner reason post, groundTruth:0, assignedCluster:3}
, {tweetId:6338, tweet:made happy thanksgiving hoodie, groundTruth:0, assignedCluster:3}
, {tweetId:6339, tweet:thanksgiving beach stroll #yesstillinpjs padanaram harbor, groundTruth:0, assignedCluster:3}
, {tweetId:6340, tweet:conceded indirect freekick 16 yards right goal holding ball long lol, groundTruth:0, assignedCluster:3}
, {tweetId:6343, tweet:hey happy birthday yo, groundTruth:0, assignedCluster:3}
, {tweetId:6349, tweet:dare tweet suicide thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6360, tweet:happy thanksgiving boston massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:6364, tweet:snapshot thanksgiving dinner, groundTruth:0, assignedCluster:3}
, {tweetId:6375, tweet:thanks harrisonhappy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6377, tweet:thanksgiving dinner, groundTruth:0, assignedCluster:3}
, {tweetId:6381, tweet:thinking today happy holidays bun bun, groundTruth:0, assignedCluster:3}
, {tweetId:6386, tweet:accidentally added random group message nice thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6389, tweet:men look awesome right #bleedblue #beatcuse, groundTruth:0, assignedCluster:3}
, {tweetId:6397, tweet:happy thanksgiving beautifuls, groundTruth:0, assignedCluster:3}
, {tweetId:6398, tweet:books ebook expensive real books happy thanksgiving later bye bye, groundTruth:0, assignedCluster:3}
, {tweetId:6399, tweet:thanksgiving table complete lotto ticket centerpiece ton good food, groundTruth:0, assignedCluster:3}
, {tweetId:6423, tweet:happy thanksgiving boys, groundTruth:0, assignedCluster:3}
, {tweetId:6426, tweet:parents thanksgiving #happythanksgiving #eyeofaphotographer town northport maine, groundTruth:0, assignedCluster:3}
, {tweetId:6428, tweet:happy thanksgiving beautiful xo, groundTruth:0, assignedCluster:3}
, {tweetId:6462, tweet:picked weekend move didn think thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6471, tweet:prenap carbo loading happy thanksgiving berkshires, groundTruth:0, assignedCluster:3}
, {tweetId:6486, tweet:thankful knicks drafting happy thanksgiving knicks fans #ff, groundTruth:0, assignedCluster:3}
, {tweetId:6490, tweet:best part thanksgiving aunty la showing biggest blessing #wilburthanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6515, tweet:happy thanksgiving pea porridge pond pea porridge pond, groundTruth:0, assignedCluster:3}
, {tweetId:6524, tweet:happy thanksgiving #mymaine #sky #beautiful alfond center healthmgmc, groundTruth:0, assignedCluster:3}
, {tweetId:6528, tweet:happy thanksgiving #happythanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6531, tweet:cousins crushed 45mins, groundTruth:0, assignedCluster:3}
, {tweetId:6537, tweet:thanksgiving restaurant part 1 phillips hospitality dorchester ma, groundTruth:0, assignedCluster:3}
, {tweetId:6547, tweet:thanksgiving boat ride sure lake winnipesaukee, groundTruth:0, assignedCluster:3}
, {tweetId:6549, tweet:happy thanksgiving miss, groundTruth:0, assignedCluster:3}
, {tweetId:6550, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6560, tweet:absolutely friend happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6562, tweet:actually love compare different generations saying thanksgiving table #is6621 #x, groundTruth:0, assignedCluster:3}
, {tweetId:6567, tweet:thanksgiving swag happy thanksgiving people #thankful, groundTruth:0, assignedCluster:3}
, {tweetId:6568, tweet:thanksgiving years didn nap eating, groundTruth:0, assignedCluster:3}
, {tweetId:6569, tweet:time joy working thanksgiving black friday, groundTruth:0, assignedCluster:3}
, {tweetId:6571, tweet:time thanksgiving ate 5 plates food, groundTruth:0, assignedCluster:3}
, {tweetId:6572, tweet:friends thanksgiving stuff xwx looking tho, groundTruth:0, assignedCluster:3}
, {tweetId:6593, tweet:thanksgiving beautiful massachusetts #akiki #azoury #boston #beirut secret beach, groundTruth:0, assignedCluster:3}
, {tweetId:6595, tweet:pleased paparazzi thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6596, tweet:happy #thanksgiving friends family followers grateful, groundTruth:0, assignedCluster:3}
, {tweetId:6611, tweet:thanksgiving reminds raven episode family rivalry lost gravy boat, groundTruth:0, assignedCluster:3}
, {tweetId:6624, tweet:favorite thing thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6643, tweet:happy thanksgiving filthy animals, groundTruth:0, assignedCluster:3}
, {tweetId:6656, tweet:happening right, groundTruth:0, assignedCluster:3}
, {tweetId:6663, tweet:pats fans heads right, groundTruth:0, assignedCluster:3}
, {tweetId:6668, tweet:thanks buddy bad happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6671, tweet:happy nap eating lot food, groundTruth:0, assignedCluster:3}
, {tweetId:6681, tweet:happy thanksgiving friends, groundTruth:0, assignedCluster:3}
, {tweetId:6685, tweet:happy nap eating lot food, groundTruth:0, assignedCluster:3}
, {tweetId:6689, tweet:aww thank small contribution great thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6690, tweet:cig thanksgiving dinner, groundTruth:0, assignedCluster:3}
, {tweetId:6695, tweet:happy thanksgiving tp beautiful girls, groundTruth:0, assignedCluster:3}
, {tweetId:6699, tweet:happy thanksgiving thankful life especially truly call friends, groundTruth:0, assignedCluster:3}
, {tweetId:6704, tweet:happy thanksgiving celebrating today brothers, groundTruth:0, assignedCluster:3}
, {tweetId:6708, tweet:yonkers dare yonkers scare, groundTruth:0, assignedCluster:3}
, {tweetId:6730, tweet:happy holidays cam, groundTruth:0, assignedCluster:3}
, {tweetId:6732, tweet:happy thanksgiving new england hull massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:6733, tweet:damn hurt missing great gramma cooking right, groundTruth:0, assignedCluster:3}
, {tweetId:6735, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6744, tweet:mhmm got right girl, groundTruth:0, assignedCluster:3}
, {tweetId:6749, tweet:happy birthday, groundTruth:0, assignedCluster:3}
, {tweetId:6760, tweet:thankful donell thanksgiving fenway park, groundTruth:0, assignedCluster:3}
, {tweetId:6776, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6779, tweet:popular destinations thanksgiving pretty cool flight patterns #is6621, groundTruth:0, assignedCluster:3}
, {tweetId:6781, tweet:happy thanksgiving great chebeague island, groundTruth:0, assignedCluster:3}
, {tweetId:6802, tweet:baby nonkosher thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6833, tweet:know bed right place right, groundTruth:0, assignedCluster:3}
, {tweetId:6836, tweet:hate fresh turkeys talk back mack slocumb thanksgiving 2015, groundTruth:0, assignedCluster:3}
, {tweetId:6837, tweet:friend gossip girl thanksgiving specials right, groundTruth:0, assignedCluster:3}
, {tweetId:6839, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6840, tweet:haitian thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6856, tweet:lookout farm sparkler goes perfectly thanksgiving feast add #prosecco splash cranberry, groundTruth:0, assignedCluster:3}
, {tweetId:6865, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6866, tweet:happy thanksgiving thankful having incredible family friends, groundTruth:0, assignedCluster:3}
, {tweetId:6868, tweet:having thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6878, tweet:nice filling tags couldn hunting thanksgiving 1st time 4 yrsok, groundTruth:0, assignedCluster:3}
, {tweetId:6881, tweet:happy thanksgiving hampton beach nh, groundTruth:0, assignedCluster:3}
, {tweetId:6901, tweet:happy thanksgiving pale brother bristow st, groundTruth:0, assignedCluster:3}
, {tweetId:6904, tweet:happy thanksgiving #thankful #blessed marblehead massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:6907, tweet:thanksgiving sea thanksgiving hampton beach new hampshire, groundTruth:0, assignedCluster:3}
, {tweetId:6921, tweet:happy thanksgiving 700 household #weareinma, groundTruth:0, assignedCluster:3}
, {tweetId:6925, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6952, tweet:thanksgiving 8 years fire alarm didn, groundTruth:0, assignedCluster:3}
, {tweetId:6973, tweet:deadass move right, groundTruth:0, assignedCluster:3}
, {tweetId:6976, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:6977, tweet:three four old kid clearly pee line security mom pulls water bottle kid pees right mhm, groundTruth:0, assignedCluster:3}
, {tweetId:6991, tweet:happy turkey later tonight feel free stop night, groundTruth:0, assignedCluster:3}
, {tweetId:7006, tweet:thanksgiving family spent hanging vegetarian buddhist dog pretty assumed, groundTruth:0, assignedCluster:3}
, {tweetId:7009, tweet:person eaten thanksgiving dinner likei hungry, groundTruth:0, assignedCluster:3}
, {tweetId:7011, tweet:happy birthday fucking goddess love heart, groundTruth:0, assignedCluster:3}
, {tweetId:7012, tweet:thanksgiving boston striped bass bitter melon soup, groundTruth:0, assignedCluster:3}
, {tweetId:7019, tweet:mom put call thanksgiving dinner playlist, groundTruth:0, assignedCluster:3}
, {tweetId:7027, tweet:happy happy thanksgiving families thanks continued, groundTruth:0, assignedCluster:3}
, {tweetId:7037, tweet:mommy done messed gave selfie stick happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7041, tweet:megatron fantasy team happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7047, tweet:gourmet pinch bethel gourmet pinch dinner 2 1999 happy bethel restaurants #coupon, groundTruth:0, assignedCluster:3}
, {tweetId:7056, tweet:woah paint, groundTruth:0, assignedCluster:3}
, {tweetId:7057, tweet:paint, groundTruth:0, assignedCluster:3}
, {tweetId:7063, tweet:badly, groundTruth:0, assignedCluster:3}
, {tweetId:7064, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7066, tweet:spending thanksgiving hospital mom sick, groundTruth:0, assignedCluster:3}
, {tweetId:7067, tweet:favorite woman planet, groundTruth:0, assignedCluster:3}
, {tweetId:7081, tweet:sirbe safe, groundTruth:0, assignedCluster:3}
, {tweetId:7092, tweet:gotta admit love able take short walk beach thanksgiving dinner #grateful, groundTruth:0, assignedCluster:3}
, {tweetId:7093, tweet:girlfriend makes incredibly happy, groundTruth:0, assignedCluster:3}
, {tweetId:7110, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7112, tweet:happy #sothankful top hub, groundTruth:0, assignedCluster:3}
, {tweetId:7115, tweet:thanksgiving morning run #runchat #seemyrun #turkeytrot, groundTruth:0, assignedCluster:3}
, {tweetId:7121, tweet:happy, groundTruth:0, assignedCluster:3}
, {tweetId:7124, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7128, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7131, tweet:wish actually liked thanksgiving food, groundTruth:0, assignedCluster:3}
, {tweetId:7140, tweet:happy thanksgiving best friend, groundTruth:0, assignedCluster:3}
, {tweetId:7147, tweet:aaaaaannd dog eats turkey second row happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7153, tweet:wouldn thanksgiving grandpa didn insult, groundTruth:0, assignedCluster:3}
, {tweetId:7154, tweet:sweatpants tshirt hair thanksgiving dinner thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7159, tweet:important thanksgiving fam grateful #softtweet, groundTruth:0, assignedCluster:3}
, {tweetId:7186, tweet:choked daycare providers holding newser right plan cut 120m program, groundTruth:0, assignedCluster:3}
, {tweetId:7214, tweet:tekoa thanksgiving food preview #whatdphealthreformerseat #whatdoveganseat #veganthanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7217, tweet:best thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7219, tweet:happy place ogunquit maine, groundTruth:0, assignedCluster:3}
, {tweetId:7228, tweet:thanksgiving dinner nursing home aunt glad company #remembertheelderly, groundTruth:0, assignedCluster:3}
, {tweetId:7241, tweet:happy thanksgiving neponset valley parkway, groundTruth:0, assignedCluster:3}
, {tweetId:7242, tweet:unconventional thanksgiving dinner 700 ft overlooking beautiful new home skywalk, groundTruth:0, assignedCluster:3}
, {tweetId:7243, tweet:getting bed happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7272, tweet:carly #applepie, groundTruth:0, assignedCluster:3}
, {tweetId:7274, tweet:cow lick happy thanksgiving vid drunkonspice mile plymouth rock #thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7277, tweet:celebrating thanksgiving buttt celebrating sisters aunt bday lmaoo, groundTruth:0, assignedCluster:3}
, {tweetId:7300, tweet:happy thanksgiving lots love, groundTruth:0, assignedCluster:3}
, {tweetId:7302, tweet:baby, groundTruth:0, assignedCluster:3}
, {tweetId:7305, tweet:pardoned turkeys flaunting parents house happy thanksgiving lexington massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:7312, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7315, tweet:cowboys happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7331, tweet:happy irthday, groundTruth:0, assignedCluster:3}
, {tweetId:7350, tweet:tekoa thanksgiving food preview #2 #thisissovegan #veganthanksgiving tekoa missions, groundTruth:0, assignedCluster:3}
, {tweetId:7365, tweet:happy thanksgiving #newengland #thanksgiving #tablesetting swanzey new hampshire, groundTruth:0, assignedCluster:3}
, {tweetId:7370, tweet:right back ya, groundTruth:0, assignedCluster:3}
, {tweetId:7404, tweet:watch isis thanksgiving activities #12guage #thanksgiving great, groundTruth:0, assignedCluster:3}
, {tweetId:7407, tweet:danksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7417, tweet:happy thanksgiving #gobblegobble, groundTruth:0, assignedCluster:3}
, {tweetId:7421, tweet:happy thanksgiving jdwag don happen, groundTruth:0, assignedCluster:3}
, {tweetId:7429, tweet:playing jumpman thanksgiving #thanksgivingwithblackfamilies, groundTruth:0, assignedCluster:3}
, {tweetId:7437, tweet:havent started thanksgiving dinner #thanksgiving #thankful #italianthanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7439, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7450, tweet:thanksgiving 2015 tripp lake poland maine, groundTruth:0, assignedCluster:3}
, {tweetId:7451, tweet:way happy thanksgiving look amazing today posted selfies case forgot, groundTruth:0, assignedCluster:3}
, {tweetId:7460, tweet:happy thanksgiving quincy massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:7461, tweet:dear stomach sorry, groundTruth:0, assignedCluster:3}
, {tweetId:7464, tweet:spending thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7477, tweet:ughhh good happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7485, tweet:person celebrating thanksgiving thursday, groundTruth:0, assignedCluster:3}
, {tweetId:7496, tweet:happy thanksgiving hamilton massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:7497, tweet:maine thanksgiving lot thankful #thanksgiving #maine #thankful #food #blessed #family, groundTruth:0, assignedCluster:3}
, {tweetId:7498, tweet:thanksgiving debates physical, groundTruth:0, assignedCluster:3}
, {tweetId:7502, tweet:happy thanksgiving fuck corporate holidays, groundTruth:0, assignedCluster:3}
, {tweetId:7505, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7514, tweet:thank thomas happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7521, tweet:greeted driveway thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7523, tweet:miley cyrus stop soundtrack thanksgiving tbh, groundTruth:0, assignedCluster:3}
, {tweetId:7547, tweet:happy thanksgiving princess insisted take, groundTruth:0, assignedCluster:3}
, {tweetId:7573, tweet:good afternoon nicole happy thanksgiving periscope today greeted, groundTruth:0, assignedCluster:3}
, {tweetId:7578, tweet:pilgrims messed right cape cod chose turkey jumping ocean grabbin lobster real quick smdh, groundTruth:0, assignedCluster:3}
, {tweetId:7598, tweet:thanksgiving discussing campers, groundTruth:0, assignedCluster:3}
, {tweetId:7618, tweet:happy thanksgiving feeling thankful hard work, groundTruth:0, assignedCluster:3}
, {tweetId:7624, tweet:happy thanksgiving america #thanksgiving #boston #massachusetts #building #holiday #tourism, groundTruth:0, assignedCluster:3}
, {tweetId:7642, tweet:happy thanksgiving conexo brxusa #thanksgiving #amizade #goodfeeling, groundTruth:0, assignedCluster:3}
, {tweetId:7665, tweet:don mean bring morbid did hear baby died oven mom thanksgiving 2015, groundTruth:0, assignedCluster:3}
, {tweetId:7666, tweet:happy thanksgiving yall, groundTruth:0, assignedCluster:3}
, {tweetId:7678, tweet:today thankful able come home family thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7689, tweet:#imthankfulfor early fun thanksgiving dinner having cleaned 5pm, groundTruth:0, assignedCluster:3}
, {tweetId:7699, tweet:nice thanksgiving texts friends make worth, groundTruth:0, assignedCluster:3}
, {tweetId:7706, tweet:capitalism consumerism important buy dumb shit thanksgiving #workingonthanksgivingshouldbeillegal, groundTruth:0, assignedCluster:3}
, {tweetId:7711, tweet:drunk thanksgiving drive black friday, groundTruth:0, assignedCluster:3}
, {tweetId:7727, tweet:thanksgiving makeup, groundTruth:0, assignedCluster:3}
, {tweetId:7748, tweet:thankful life happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7749, tweet:happy #aceday 0, groundTruth:0, assignedCluster:3}
, {tweetId:7750, tweet:thanksgiving shouldn celebrated place thankful 4 bf friends fam everyday, groundTruth:0, assignedCluster:3}
, {tweetId:7752, tweet:new hampshire thanksgiving #happythanksgiving exeter new hampshire, groundTruth:0, assignedCluster:3}
, {tweetId:7774, tweet:smoking dinner a1, groundTruth:0, assignedCluster:3}
, {tweetId:7780, tweet:happy thanksgiving couple family #loveandhugstoall lawrence, groundTruth:0, assignedCluster:3}
, {tweetId:7794, tweet:true thanksgiving dinner, groundTruth:0, assignedCluster:3}
, {tweetId:7803, tweet:best part thanksgiving relatives bring dogs, groundTruth:0, assignedCluster:3}
, {tweetId:7805, tweet:alcoholism topic conversation thanksgiving dinner blindsided fuck, groundTruth:0, assignedCluster:3}
, {tweetId:7830, tweet:#thanksgiving selfie selfie stick broke excited thanksgiving selfie, groundTruth:0, assignedCluster:3}
, {tweetId:7835, tweet:comet favorite movie moment, groundTruth:0, assignedCluster:3}
, {tweetId:7837, tweet:yellis thanksgiving ol chateau sugarloaf mountain, groundTruth:0, assignedCluster:3}
, {tweetId:7850, tweet:tonight homecoming thanksgiving celebration november 26th venu, groundTruth:0, assignedCluster:3}
, {tweetId:7851, tweet:right crowd scattered time care short hard people mobilized, groundTruth:0, assignedCluster:3}
, {tweetId:7856, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7857, tweet:sunset provincetown lighting pilgrims happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7861, tweet:tonight homecoming thanksgiving celebration november 26th venu, groundTruth:0, assignedCluster:3}
, {tweetId:7864, tweet:thank happy thanks giving, groundTruth:0, assignedCluster:3}
, {tweetId:7872, tweet:love brotha realshit happy thanksgiving bro, groundTruth:0, assignedCluster:3}
, {tweetId:7881, tweet:thanksgiving stuffing face trying socialize sleep, groundTruth:0, assignedCluster:3}
, {tweetId:7892, tweet:set co right #team #orono #brits #americans, groundTruth:0, assignedCluster:3}
, {tweetId:7910, tweet:didnt overeat thanksgiving thats accomplishment, groundTruth:0, assignedCluster:3}
, {tweetId:7912, tweet:happy thanksgiving harrisville new hampshire, groundTruth:0, assignedCluster:3}
, {tweetId:7923, tweet:great thanksgiving fam slam #blessed princeton massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:7934, tweet:babe, groundTruth:0, assignedCluster:3}
, {tweetId:7935, tweet:thanksgiving extravaganza house, groundTruth:0, assignedCluster:3}
, {tweetId:7942, tweet:spending thanksgiving evening watching videos, groundTruth:0, assignedCluster:3}
, {tweetId:7945, tweet:cheers rob happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7954, tweet:thankful siblings happy thanksgiving quincy massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:7956, tweet:happy thanksgiving, groundTruth:0, assignedCluster:3}
, {tweetId:7965, tweet:happy thanksgiving #gobblegobble, groundTruth:0, assignedCluster:3}
, {tweetId:7978, tweet:happy thanksgiving extended bob oakes family, groundTruth:0, assignedCluster:3}
, {tweetId:7979, tweet:happy thanksgiving fans put video say thank awesome, groundTruth:0, assignedCluster:3}
, {tweetId:7987, tweet:thanksgiving 2015dinner done time relax deux chestnut street, groundTruth:0, assignedCluster:3}
, {tweetId:8021, tweet:favorite part thanksgiving going cousin house cat marty, groundTruth:0, assignedCluster:3}
, {tweetId:8031, tweet:happy thanksgiving martins brentwood new hampshire, groundTruth:0, assignedCluster:3}
, {tweetId:8036, tweet:logan mckenna thanksgiving #toocuteforafilter jamaica plain massachusetts, groundTruth:0, assignedCluster:3}
, {tweetId:8038, tweet:cruelty free thanksgiving #yummy #vegangirl #thanksliving, groundTruth:0, assignedCluster:3}
, {tweetId:8039, tweet:happy thanksgiving saturday night, groundTruth:0, assignedCluster:3}
, {tweetId:8054, tweet:beautiful thanksgiving night boston #boston #backbayboston #hancocktower #clarendonstreet, groundTruth:0, assignedCluster:3}
, {tweetId:8064, tweet:eat thanksgiving dinner 93010 pn, groundTruth:0, assignedCluster:3}
